55.945425,-3.189456,NNW,55.945702,-3.189571,98.86,286.80
55.945702,-3.189571,E,55.945702,-3.189271,201.76,286.80
55.945702,-3.189271,SSW,55.945425,-3.189386,201.76,285.55
55.945425,-3.189386,SW,55.945213,-3.189598,280.64,287.86
55.945213,-3.189598,SW,55.945001,-3.189810,404.48,292.70
55.945001,-3.189810,W,55.945001,-3.190110,480.94,355.29
55.945001,-3.190110,NNE,55.945278,-3.189995,547.36,441.22
55.945278,-3.189995,N,55.945578,-3.189995,631.91,555.59
55.945578,-3.189995,WNW,55.945693,-3.190272,631.91,554.34
55.945693,-3.190272,NNW,55.945970,-3.190387,631.92,604.43
55.945970,-3.190387,NW,55.946182,-3.190599,653.64,672.66
55.946182,-3.190599,S,55.945882,-3.190599,653.64,671.41
55.945882,-3.190599,S,55.945582,-3.190599,653.64,670.16
55.945582,-3.190599,SSE,55.945305,-3.190484,756.93,716.83
55.945305,-3.190484,SSE,55.945028,-3.190370,756.93,715.58
55.945028,-3.190370,SSE,55.944751,-3.190255,769.12,790.05
55.944751,-3.190255,SE,55.944538,-3.190043,769.12,788.80
55.944538,-3.190043,SE,55.944326,-3.189830,769.12,787.55
55.944326,-3.189830,ESE,55.944211,-3.189553,885.07,841.19
55.944211,-3.189553,NE,55.944424,-3.189341,885.07,839.94
55.944424,-3.189341,NNE,55.944701,-3.189226,885.07,838.69
55.944701,-3.189226,ENE,55.944816,-3.188949,995.02,955.98
55.944816,-3.188949,E,55.944816,-3.188649,995.02,954.73
55.944816,-3.188649,ENE,55.944930,-3.188372,995.02,953.48
55.944930,-3.188372,ESE,55.944816,-3.188095,1031.00,1066.13
55.944816,-3.188095,SE,55.944603,-3.187883,1085.13,1105.00
55.944603,-3.187883,ESE,55.944489,-3.187606,1085.13,1103.75
55.944489,-3.187606,SE,55.944276,-3.187393,1085.13,1102.50
55.944276,-3.187393,E,55.944276,-3.187093,1202.81,1124.64
55.944276,-3.187093,E,55.944276,-3.186793,1316.75,1190.34
55.944276,-3.186793,NNE,55.944554,-3.186679,1379.42,1206.05
55.944554,-3.186679,NW,55.944766,-3.186891,1485.70,1306.39
55.944766,-3.186891,NNE,55.945043,-3.186776,1485.70,1305.14
55.945043,-3.186776,NE,55.945255,-3.186564,1522.61,1422.46
55.945255,-3.186564,NNW,55.945532,-3.186679,1613.48,1456.15
55.945532,-3.186679,ENE,55.945647,-3.186402,1613.48,1454.90
55.945647,-3.186402,ENE,55.945762,-3.186124,1613.48,1453.65
55.945762,-3.186124,NE,55.945974,-3.185912,1613.48,1452.40
55.945974,-3.185912,ENE,55.946089,-3.185635,1651.69,1468.90
55.946089,-3.185635,SE,55.945877,-3.185423,1651.69,1467.65
55.945877,-3.185423,SE,55.945665,-3.185211,1658.24,1549.87
55.945665,-3.185211,S,55.945365,-3.185211,1658.24,1548.62
55.945365,-3.185211,S,55.945065,-3.185211,1658.24,1547.37
55.945065,-3.185211,S,55.944765,-3.185211,1763.76,1640.72
55.944765,-3.185211,SSE,55.944487,-3.185096,1847.52,1732.44
55.944487,-3.185096,W,55.944487,-3.185396,1951.64,1821.34
55.944487,-3.185396,SSE,55.944210,-3.185281,1951.64,1820.09
55.944210,-3.185281,SSE,55.943933,-3.185166,1951.64,1818.84
55.943933,-3.185166,S,55.943633,-3.185166,2009.33,1824.11
55.943633,-3.185166,SSW,55.943356,-3.185281,2009.33,1822.86
55.943356,-3.185281,SSW,55.943079,-3.185396,2081.43,1904.03
55.943079,-3.185396,WNW,55.943193,-3.185673,2081.43,1902.78
55.943193,-3.185673,WSW,55.943079,-3.185950,2191.16,1969.02
55.943079,-3.185950,WNW,55.943193,-3.186227,2191.16,1967.77
55.943193,-3.186227,WNW,55.943308,-3.186505,2191.16,1966.52
55.943308,-3.186505,NNW,55.943585,-3.186619,2191.16,1965.27
55.943585,-3.186619,WNW,55.943700,-3.186897,2191.16,1964.02
55.943700,-3.186897,WNW,55.943815,-3.187174,2207.77,2023.21
55.943815,-3.187174,WSW,55.943700,-3.187451,2207.77,2021.96
55.943700,-3.187451,WSW,55.943585,-3.187728,2207.77,2020.71
55.943585,-3.187728,WSW,55.943471,-3.188005,2207.77,2019.46
55.943471,-3.188005,WSW,55.943356,-3.188282,2207.77,2018.21
55.943356,-3.188282,WSW,55.943241,-3.188560,2207.77,2016.96
55.943241,-3.188560,WSW,55.943126,-3.188837,2207.77,2015.71
55.943126,-3.188837,WSW,55.943011,-3.189114,2207.77,2014.46
55.943011,-3.189114,SW,55.942799,-3.189326,2304.18,2114.15
55.942799,-3.189326,W,55.942799,-3.189626,2393.15,2202.38
55.942799,-3.189626,NW,55.943011,-3.189838,2393.15,2201.13
55.943011,-3.189838,NW,55.943224,-3.190050,2398.70,2322.82
55.943224,-3.190050,NW,55.943436,-3.190262,2398.70,2321.57
55.943436,-3.190262,NW,55.943648,-3.190475,2398.70,2320.32
55.943648,-3.190475,WNW,55.943763,-3.190752,2422.91,2335.02
55.943763,-3.190752,NW,55.943975,-3.190964,2422.91,2333.77
55.943975,-3.190964,NW,55.944187,-3.191176,2422.91,2332.52
55.944187,-3.191176,WNW,55.944302,-3.191453,2422.91,2331.27
55.944302,-3.191453,NW,55.944514,-3.191665,2429.42,2331.50
55.944514,-3.191665,WSW,55.944399,-3.191942,2501.37,2448.10
55.944399,-3.191942,NE,55.944611,-3.191730,2501.37,2446.85
55.944611,-3.191730,ENE,55.944726,-3.191453,2501.37,2445.60
55.944726,-3.191453,ENE,55.944841,-3.191176,2501.37,2444.35
55.944841,-3.191176,ENE,55.944956,-3.190899,2501.37,2443.10
55.944956,-3.190899,ENE,55.945070,-3.190622,2501.37,2441.85
55.945070,-3.190622,ENE,55.945185,-3.190345,2501.37,2440.60
55.945185,-3.190345,ENE,55.945300,-3.190067,2501.37,2439.35
55.945300,-3.190067,ENE,55.945415,-3.189790,2501.37,2438.10
55.945415,-3.189790,ENE,55.945530,-3.189513,2501.37,2436.85
55.945530,-3.189513,ENE,55.945644,-3.189236,2501.37,2435.60
55.945644,-3.189236,ENE,55.945759,-3.188959,2501.37,2434.35
55.945759,-3.188959,ENE,55.945874,-3.188682,2501.37,2433.10
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2520.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2519.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2517.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2516.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2515.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2514.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2512.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2511.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2510.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2509.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2507.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2506.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2505.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2504.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2502.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2501.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2500.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2499.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2497.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2496.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2495.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2494.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2492.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2491.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2490.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2489.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2487.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2486.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2485.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2484.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2482.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2481.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2480.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2479.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2477.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2476.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2475.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2474.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2472.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2471.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2470.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2469.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2467.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2466.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2465.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2464.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2462.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2461.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2460.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2459.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2457.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2456.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2455.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2454.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2452.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2451.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2450.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2449.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2447.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2446.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2445.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2444.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2442.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2441.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2440.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2439.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2437.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2436.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2435.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2434.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2432.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2431.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2430.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2429.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2427.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2426.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2425.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2424.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2422.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2421.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2420.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2419.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2417.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2416.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2415.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2414.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2412.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2411.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2410.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2409.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2407.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2406.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2405.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2404.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2402.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2401.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2400.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2399.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2397.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2396.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2395.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2394.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2392.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2391.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2390.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2389.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2387.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2386.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2385.47
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2384.22
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2382.97
55.945989,-3.188404,WSW,55.945874,-3.188682,2531.60,2381.72
55.945874,-3.188682,ENE,55.945989,-3.188404,2531.60,2380.47
